"Notes"	"Cancer Sites"	"Cancer Sites Code"	"States"	"States Code"	Count
	"Tonsil"	"20070"	"Ohio"	"39"	6049
	"Tonsil"	"20070"	"Oklahoma"	"40"	1904
	"Tonsil"	"20070"	"Oregon"	"41"	2242
	"Tonsil"	"20070"	"Pennsylvania"	"42"	6660
	"Tonsil"	"20070"	"Rhode Island"	"44"	438
	"Tonsil"	"20070"	"South Carolina"	"45"	2705
	"Tonsil"	"20070"	"South Dakota"	"46"	368
	"Tonsil"	"20070"	"Tennessee"	"47"	3669
	"Tonsil"	"20070"	"Texas"	"48"	10061
	"Tonsil"	"20070"	"Utah"	"49"	589
	"Tonsil"	"20070"	"Vermont"	"50"	413
	"Tonsil"	"20070"	"Virginia"	"51"	3853
	"Tonsil"	"20070"	"Washington"	"53"	3320
	"Tonsil"	"20070"	"West Virginia"	"54"	1205
	"Tonsil"	"20070"	"Wisconsin"	"55"	2722
	"Tonsil"	"20070"	"Wyoming"	"56"	247
	"Oropharynx"	"20080"	"Alabama"	"01"	879
	"Oropharynx"	"20080"	"Alaska"	"02"	86
	"Oropharynx"	"20080"	"Arizona"	"04"	673
	"Oropharynx"	"20080"	"Arkansas"	"05"	401
	"Oropharynx"	"20080"	"California"	"06"	3157
	"Oropharynx"	"20080"	"Colorado"	"08"	443
	"Oropharynx"	"20080"	"Connecticut"	"09"	460
	"Oropharynx"	"20080"	"Delaware"	"10"	146
	"Oropharynx"	"20080"	"District of Columbia"	"11"	118
	"Oropharynx"	"20080"	"Florida"	"12"	4760
	"Oropharynx"	"20080"	"Georgia"	"13"	1307
	"Oropharynx"	"20080"	"Hawaii"	"15"	139
	"Oropharynx"	"20080"	"Idaho"	"16"	161
	"Oropharynx"	"20080"	"Illinois"	"17"	1946
	"Oropharynx"	"20080"	"Indiana"	"18"	836
	"Oropharynx"	"20080"	"Iowa"	"19"	331
	"Oropharynx"	"20080"	"Kansas"	"20"	337
	"Oropharynx"	"20080"	"Kentucky"	"21"	625
	"Oropharynx"	"20080"	"Louisiana"	"22"	668
	"Oropharynx"	"20080"	"Maine"	"23"	210
	"Oropharynx"	"20080"	"Maryland"	"24"	816
	"Oropharynx"	"20080"	"Massachusetts"	"25"	919
	"Oropharynx"	"20080"	"Michigan"	"26"	1394
	"Oropharynx"	"20080"	"Minnesota"	"27"	583
	"Oropharynx"	"20080"	"Mississippi"	"28"	449
	"Oropharynx"	"20080"	"Missouri"	"29"	940
	"Oropharynx"	"20080"	"Montana"	"30"	141
	"Oropharynx"	"20080"	"Nebraska"	"31"	210
	"Oropharynx"	"20080"	"Nevada"	"32"	368
	"Oropharynx"	"20080"	"New Hampshire"	"33"	221
	"Oropharynx"	"20080"	"New Jersey"	"34"	1100
	"Oropharynx"	"20080"	"New Mexico"	"35"	202
	"Oropharynx"	"20080"	"New York"	"36"	2537
	"Oropharynx"	"20080"	"North Carolina"	"37"	1578
	"Oropharynx"	"20080"	"North Dakota"	"38"	62
	"Oropharynx"	"20080"	"Ohio"	"39"	1782
	"Oropharynx"	"20080"	"Oklahoma"	"40"	522
	"Oropharynx"	"20080"	"Oregon"	"41"	547
	"Oropharynx"	"20080"	"Pennsylvania"	"42"	1681
	"Oropharynx"	"20080"	"Rhode Island"	"44"	199
	"Oropharynx"	"20080"	"South Carolina"	"45"	854
	"Oropharynx"	"20080"	"South Dakota"	"46"	71
	"Oropharynx"	"20080"	"Tennessee"	"47"	955
	"Oropharynx"	"20080"	"Texas"	"48"	3222
	"Oropharynx"	"20080"	"Utah"	"49"	145
	"Oropharynx"	"20080"	"Vermont"	"50"	84
	"Oropharynx"	"20080"	"Virginia"	"51"	1178
	"Oropharynx"	"20080"	"Washington"	"53"	711
	"Oropharynx"	"20080"	"West Virginia"	"54"	347
	"Oropharynx"	"20080"	"Wisconsin"	"55"	886
	"Oropharynx"	"20080"	"Wyoming"	"56"	67
	"Hypopharynx"	"20090"	"Alabama"	"01"	942
	"Hypopharynx"	"20090"	"Alaska"	"02"	95
	"Hypopharynx"	"20090"	"Arizona"	"04"	664
	"Hypopharynx"	"20090"	"Arkansas"	"05"	524
	"Hypopharynx"	"20090"	"California"	"06"	4301
	"Hypopharynx"	"20090"	"Colorado"	"08"	456
	"Hypopharynx"	"20090"	"Connecticut"	"09"	673
	"Hypopharynx"	"20090"	"Delaware"	"10"	172
	"Hypopharynx"	"20090"	"District of Columbia"	"11"	172
	"Hypopharynx"	"20090"	"Florida"	"12"	4776
	"Hypopharynx"	"20090"	"Georgia"	"13"	1695
	"Hypopharynx"	"20090"	"Hawaii"	"15"	288
	"Hypopharynx"	"20090"	"Idaho"	"16"	158
	"Hypopharynx"	"20090"	"Illinois"	"17"	2365
	"Hypopharynx"	"20090"	"Indiana"	"18"	995
	"Hypopharynx"	"20090"	"Iowa"	"19"	470
	"Hypopharynx"	"20090"	"Kansas"	"20"	362
	"Hypopharynx"	"20090"	"Kentucky"	"21"	845
	"Hypopharynx"	"20090"	"Louisiana"	"22"	961
	"Hypopharynx"	"20090"	"Maine"	"23"	307
	"Hypopharynx"	"20090"	"Maryland"	"24"	963
	"Hypopharynx"	"20090"	"Massachusetts"	"25"	1348
	"Hypopharynx"	"20090"	"Michigan"	"26"	1825
	"Hypopharynx"	"20090"	"Minnesota"	"27"	816
	"Hypopharynx"	"20090"	"Mississippi"	"28"	611
	"Hypopharynx"	"20090"	"Missouri"	"29"	1062
	"Hypopharynx"	"20090"	"Montana"	"30"	147
	"Hypopharynx"	"20090"	"Nebraska"	"31"	268
	"Hypopharynx"	"20090"	"Nevada"	"32"	324
	"Hypopharynx"	"20090"	"New Hampshire"	"33"	272
	"Hypopharynx"	"20090"	"New Jersey"	"34"	1344
	"Hypopharynx"	"20090"	"New Mexico"	"35"	243
	"Hypopharynx"	"20090"	"New York"	"36"	3079
	"Hypopharynx"	"20090"	"North Carolina"	"37"	1832
	"Hypopharynx"	"20090"	"North Dakota"	"38"	66
	"Hypopharynx"	"20090"	"Ohio"	"39"	1895
	"Hypopharynx"	"20090"	"Oklahoma"	"40"	553
	"Hypopharynx"	"20090"	"Oregon"	"41"	517
	"Hypopharynx"	"20090"	"Pennsylvania"	"42"	2425
	"Hypopharynx"	"20090"	"Rhode Island"	"44"	213
	"Hypopharynx"	"20090"	"South Carolina"	"45"	1088
	"Hypopharynx"	"20090"	"South Dakota"	"46"	96
	"Hypopharynx"	"20090"	"Tennessee"	"47"	1014
	"Hypopharynx"	"20090"	"Texas"	"48"	3311
	"Hypopharynx"	"20090"	"Utah"	"49"	146
	"Hypopharynx"	"20090"	"Vermont"	"50"	123
	"Hypopharynx"	"20090"	"Virginia"	"51"	1416
	"Hypopharynx"	"20090"	"Washington"	"53"	871
	"Hypopharynx"	"20090"	"West Virginia"	"54"	394
	"Hypopharynx"	"20090"	"Wisconsin"	"55"	1238
	"Hypopharynx"	"20090"	"Wyoming"	"56"	63
	"Other Oral Cavity and Pharynx"	"20100"	"Alabama"	"01"	462
	"Other Oral Cavity and Pharynx"	"20100"	"Alaska"	"02"	35
	"Other Oral Cavity and Pharynx"	"20100"	"Arizona"	"04"	407
	"Other Oral Cavity and Pharynx"	"20100"	"Arkansas"	"05"	202
	"Other Oral Cavity and Pharynx"	"20100"	"California"	"06"	1454
	"Other Oral Cavity and Pharynx"	"20100"	"Colorado"	"08"	532
	"Other Oral Cavity and Pharynx"	"20100"	"Connecticut"	"09"	138
	"Other Oral Cavity and Pharynx"	"20100"	"Delaware"	"10"	44
	"Other Oral Cavity and Pharynx"	"20100"	"District of Columbia"	"11"	41
	"Other Oral Cavity and Pharynx"	"20100"	"Florida"	"12"	3725
	"Other Oral Cavity and Pharynx"	"20100"	"Georgia"	"13"	776
	"Other Oral Cavity and Pharynx"	"20100"	"Hawaii"	"15"	57
	"Other Oral Cavity and Pharynx"	"20100"	"Idaho"	"16"	118
	"Other Oral Cavity and Pharynx"	"20100"	"Illinois"	"17"	794
	"Other Oral Cavity and Pharynx"	"20100"	"Indiana"	"18"	476
	"Other Oral Cavity and Pharynx"	"20100"	"Iowa"	"19"	129
	"Other Oral Cavity and Pharynx"	"20100"	"Kansas"	"20"	133
	"Other Oral Cavity and Pharynx"	"20100"	"Kentucky"	"21"	407
	"Other Oral Cavity and Pharynx"	"20100"	"Louisiana"	"22"	372
	"Other Oral Cavity and Pharynx"	"20100"	"Maine"	"23"	70
	"Other Oral Cavity and Pharynx"	"20100"	"Maryland"	"24"	340
	"Other Oral Cavity and Pharynx"	"20100"	"Massachusetts"	"25"	636
	"Other Oral Cavity and Pharynx"	"20100"	"Michigan"	"26"	789
	"Other Oral Cavity and Pharynx"	"20100"	"Minnesota"	"27"	171
	"Other Oral Cavity and Pharynx"	"20100"	"Mississippi"	"28"	325
	"Other Oral Cavity and Pharynx"	"20100"	"Missouri"	"29"	404
	"Other Oral Cavity and Pharynx"	"20100"	"Montana"	"30"	46
	"Other Oral Cavity and Pharynx"	"20100"	"Nebraska"	"31"	88
	"Other Oral Cavity and Pharynx"	"20100"	"Nevada"	"32"	172
	"Other Oral Cavity and Pharynx"	"20100"	"New Hampshire"	"33"	67
	"Other Oral Cavity and Pharynx"	"20100"	"New Jersey"	"34"	489
	"Other Oral Cavity and Pharynx"	"20100"	"New Mexico"	"35"	104
	"Other Oral Cavity and Pharynx"	"20100"	"New York"	"36"	843
	"Other Oral Cavity and Pharynx"	"20100"	"North Carolina"	"37"	650
	"Other Oral Cavity and Pharynx"	"20100"	"North Dakota"	"38"	44
	"Other Oral Cavity and Pharynx"	"20100"	"Ohio"	"39"	644
	"Other Oral Cavity and Pharynx"	"20100"	"Oklahoma"	"40"	348
	"Other Oral Cavity and Pharynx"	"20100"	"Oregon"	"41"	122
	"Other Oral Cavity and Pharynx"	"20100"	"Pennsylvania"	"42"	626
	"Other Oral Cavity and Pharynx"	"20100"	"Rhode Island"	"44"	39
	"Other Oral Cavity and Pharynx"	"20100"	"South Carolina"	"45"	410
	"Other Oral Cavity and Pharynx"	"20100"	"South Dakota"	"46"	41
	"Other Oral Cavity and Pharynx"	"20100"	"Tennessee"	"47"	407
	"Other Oral Cavity and Pharynx"	"20100"	"Texas"	"48"	2046
	"Other Oral Cavity and Pharynx"	"20100"	"Utah"	"49"	91
	"Other Oral Cavity and Pharynx"	"20100"	"Vermont"	"50"	28
	"Other Oral Cavity and Pharynx"	"20100"	"Virginia"	"51"	379
	"Other Oral Cavity and Pharynx"	"20100"	"Washington"	"53"	345
	"Other Oral Cavity and Pharynx"	"20100"	"West Virginia"	"54"	124
	"Other Oral Cavity and Pharynx"	"20100"	"Wisconsin"	"55"	212
	"Other Oral Cavity and Pharynx"	"20100"	"Wyoming"	"56"	29
	"Digestive System"	"21010-21130"	"Alabama"	"01"	98112
	"Digestive System"	"21010-21130"	"Alaska"	"02"	11260
	"Digestive System"	"21010-21130"	"Arizona"	"04"	111163
	"Digestive System"	"21010-21130"	"Arkansas"	"05"	59532
	"Digestive System"	"21010-21130"	"California"	"06"	654097
	"Digestive System"	"21010-21130"	"Colorado"	"08"	78249
	"Digestive System"	"21010-21130"	"Connecticut"	"09"	79378
	"Digestive System"	"21010-21130"	"Delaware"	"10"	19478
	"Digestive System"	"21010-21130"	"District of Columbia"	"11"	12766
	"Digestive System"	"21010-21130"	"Florida"	"12"	449964
	"Digestive System"	"21010-21130"	"Georgia"	"13"	168144
	"Digestive System"	"21010-21130"	"Hawaii"	"15"	31308
	"Digestive System"	"21010-21130"	"Idaho"	"16"	26598
	"Digestive System"	"21010-21130"	"Illinois"	"17"	269811
	"Digestive System"	"21010-21130"	"Indiana"	"18"	126937
	"Digestive System"	"21010-21130"	"Iowa"	"19"	69673
	"Digestive System"	"21010-21130"	"Kansas"	"20"	53408
	"Digestive System"	"21010-21130"	"Kentucky"	"21"	97603
	"Digestive System"	"21010-21130"	"Louisiana"	"22"	99081
	"Digestive System"	"21010-21130"	"Maine"	"23"	31786
	"Digestive System"	"21010-21130"	"Maryland"	"24"	110611
	"Digestive System"	"21010-21130"	"Massachusetts"	"25"	142758
	"Digestive System"	"21010-21130"	"Michigan"	"26"	205965
	"Digestive System"	"21010-21130"	"Minnesota"	"27"	99642
	"Digestive System"	"21010-21130"	"Mississippi"	"28"	53605
	"Digestive System"	"21010-21130"	"Missouri"	"29"	126814
	"Digestive System"	"21010-21130"	"Montana"	"30"	20302
	"Digestive System"	"21010-21130"	"Nebraska"	"31"	37365
	"Digestive System"	"21010-21130"	"Nevada"	"32"	43773
	"Digestive System"	"21010-21130"	"New Hampshire"	"33"	27272
	"Digestive System"	"21010-21130"	"New Jersey"	"34"	197183
	"Digestive System"	"21010-21130"	"New Mexico"	"35"	36936
	"Digestive System"	"21010-21130"	"New York"	"36"	432254
	"Digestive System"	"21010-21130"	"North Carolina"	"37"	179747
	"Digestive System"	"21010-21130"	"North Dakota"	"38"	14203
	"Digestive System"	"21010-21130"	"Ohio"	"39"	248315
	"Digestive System"	"21010-21130"	"Oklahoma"	"40"	74058
	"Digestive System"	"21010-21130"	"Oregon"	"41"	76194
	"Digestive System"	"21010-21130"	"Pennsylvania"	"42"	309619
	"Digestive System"	"21010-21130"	"Rhode Island"	"44"	24370
	"Digestive System"	"21010-21130"	"South Carolina"	"45"	94542
	"Digestive System"	"21010-21130"	"South Dakota"	"46"	15741
	"Digestive System"	"21010-21130"	"Tennessee"	"47"	123656
	"Digestive System"	"21010-21130"	"Texas"	"48"	424682
	"Digestive System"	"21010-21130"	"Utah"	"49"	31212
	"Digestive System"	"21010-21130"	"Vermont"	"50"	12831
	"Digestive System"	"21010-21130"	"Virginia"	"51"	140492
	"Digestive System"	"21010-21130"	"Washington"	"53"	126484
	"Digestive System"	"21010-21130"	"West Virginia"	"54"	45463
	"Digestive System"	"21010-21130"	"Wisconsin"	"55"	116499
	"Digestive System"	"21010-21130"	"Wyoming"	"56"	9375
	"Esophagus"	"21010"	"Alabama"	"01"	5677
	"Esophagus"	"21010"	"Alaska"	"02"	734
	"Esophagus"	"21010"	"Arizona"	"04"	6749
	"Esophagus"	"21010"	"Arkansas"	"05"	3159
	"Esophagus"	"21010"	"California"	"06"	30886
	"Esophagus"	"21010"	"Colorado"	"08"	4667
	"Esophagus"	"21010"	"Connecticut"	"09"	4728
	"Esophagus"	"21010"	"Delaware"	"10"	1212
	"Esophagus"	"21010"	"District of Columbia"	"11"	741
	"Esophagus"	"21010"	"Florida"	"12"	26843
	"Esophagus"	"21010"	"Georgia"	"13"	9623
	"Esophagus"	"21010"	"Hawaii"	"15"	1276
	"Esophagus"	"21010"	"Idaho"	"16"	1713
	"Esophagus"	"21010"	"Illinois"	"17"	15731
	"Esophagus"	"21010"	"Indiana"	"18"	8197
	"Esophagus"	"21010"	"Iowa"	"19"	4379
	"Esophagus"	"21010"	"Kansas"	"20"	3016
	"Esophagus"	"21010"	"Kentucky"	"21"	5563
	"Esophagus"	"21010"	"Louisiana"	"22"	5259
	"Esophagus"	"21010"	"Maine"	"23"	2568
	"Esophagus"	"21010"	"Maryland"	"24"	6447
	"Esophagus"	"21010"	"Massachusetts"	"25"	9981
	"Esophagus"	"21010"	"Michigan"	"26"	13927
	"Esophagus"	"21010"	"Minnesota"	"27"	6397
	"Esophagus"	"21010"	"Mississippi"	"28"	2908
	"Esophagus"	"21010"	"Missouri"	"29"	7791
	"Esophagus"	"21010"	"Montana"	"30"	1325
	"Esophagus"	"21010"	"Nebraska"	"31"	2198
	"Esophagus"	"21010"	"Nevada"	"32"	2863
	"Esophagus"	"21010"	"New Hampshire"	"33"	2329
	"Esophagus"	"21010"	"New Jersey"	"34"	10290
	"Esophagus"	"21010"	"New Mexico"	"35"	1894
	"Esophagus"	"21010"	"New York"	"36"	23143
	"Esophagus"	"21010"	"North Carolina"	"37"	10394
	"Esophagus"	"21010"	"North Dakota"	"38"	821
	"Esophagus"	"21010"	"Ohio"	"39"	16420
	"Esophagus"	"21010"	"Oklahoma"	"40"	4236
	"Esophagus"	"21010"	"Oregon"	"41"	5145
	"Esophagus"	"21010"	"Pennsylvania"	"42"	18777
	"Esophagus"	"21010"	"Rhode Island"	"44"	1568
	"Esophagus"	"21010"	"South Carolina"	"45"	5937
	"Esophagus"	"21010"	"South Dakota"	"46"	979
	"Esophagus"	"21010"	"Tennessee"	"47"	7300
	"Esophagus"	"21010"	"Texas"	"48"	21128
	"Esophagus"	"21010"	"Utah"	"49"	1590
	"Esophagus"	"21010"	"Vermont"	"50"	960
	"Esophagus"	"21010"	"Virginia"	"51"	8477
	"Esophagus"	"21010"	"Washington"	"53"	7997
	"Esophagus"	"21010"	"West Virginia"	"54"	2928
	"Esophagus"	"21010"	"Wisconsin"	"55"	8027
	"Esophagus"	"21010"	"Wyoming"	"56"	641
	"Stomach"	"21020"	"Alabama"	"01"	7650
	"Stomach"	"21020"	"Alaska"	"02"	954
	"Stomach"	"21020"	"Arizona"	"04"	8338
	"Stomach"	"21020"	"Arkansas"	"05"	4454
	"Stomach"	"21020"	"California"	"06"	62746
	"Stomach"	"21020"	"Colorado"	"08"	5762
	"Stomach"	"21020"	"Connecticut"	"09"	7416
	"Stomach"	"21020"	"Delaware"	"10"	1536
	"Stomach"	"21020"	"District of Columbia"	"11"	1156
	"Stomach"	"21020"	"Florida"	"12"	34260
	"Stomach"	"21020"	"Georgia"	"13"	13237
	"Stomach"	"21020"	"Hawaii"	"15"	3584
	"Stomach"	"21020"	"Idaho"	"16"	1785
	"Stomach"	"21020"	"Illinois"	"17"	21696
	"Stomach"	"21020"	"Indiana"	"18"	8237
	"Stomach"	"21020"	"Iowa"	"19"	4078
	"Stomach"	"21020"	"Kansas"	"20"	3553
	"Stomach"	"21020"	"Kentucky"	"21"	6557
	"Stomach"	"21020"	"Louisiana"	"22"	8000
	"Stomach"	"21020"	"Maine"	"23"	2205
	"Stomach"	"21020"	"Maryland"	"24"	9060
	"Stomach"	"21020"	"Massachusetts"	"25"	11764
	"Stomach"	"21020"	"Michigan"	"26"	16014
	"Stomach"	"21020"	"Minnesota"	"27"	7087
	"Stomach"	"21020"	"Mississippi"	"28"	4026
	"Stomach"	"21020"	"Missouri"	"29"	8145
	"Stomach"	"21020"	"Montana"	"30"	1382
	"Stomach"	"21020"	"Nebraska"	"31"	2329
	"Stomach"	"21020"	"Nevada"	"32"	3211
	"Stomach"	"21020"	"New Hampshire"	"33"	1876
	"Stomach"	"21020"	"New Jersey"	"34"	18215
	"Stomach"	"21020"	"New Mexico"	"35"	3329
	"Stomach"	"21020"	"New York"	"36"	42763
	"Stomach"	"21020"	"North Carolina"	"37"	14038
	"Stomach"	"21020"	"North Dakota"	"38"	997
	"Stomach"	"21020"	"Ohio"	"39"	18024
	"Stomach"	"21020"	"Oklahoma"	"40"	4937
	"Stomach"	"21020"	"Oregon"	"41"	5138
	"Stomach"	"21020"	"Pennsylvania"	"42"	23415
	"Stomach"	"21020"	"Rhode Island"	"44"	2184
	"Stomach"	"21020"	"South Carolina"	"45"	7755
	"Stomach"	"21020"	"South Dakota"	"46"	982
	"Stomach"	"21020"	"Tennessee"	"47"	8782
	"Stomach"	"21020"	"Texas"	"48"	34900
	"Stomach"	"21020"	"Utah"	"49"	2238
	"Stomach"	"21020"	"Vermont"	"50"	844
	"Stomach"	"21020"	"Virginia"	"51"	10997
	"Stomach"	"21020"	"Washington"	"53"	9414
	"Stomach"	"21020"	"West Virginia"	"54"	3050
	"Stomach"	"21020"	"Wisconsin"	"55"	8745
	"Stomach"	"21020"	"Wyoming"	"56"	621
	"Small Intestine"	"21030"	"Alabama"	"01"	2703
	"Small Intestine"	"21030"	"Alaska"	"02"	252
	"Small Intestine"	"21030"	"Arizona"	"04"	2697
	"Small Intestine"	"21030"	"Arkansas"	"05"	1735
	"Small Intestine"	"21030"	"California"	"06"	14808
	"Small Intestine"	"21030"	"Colorado"	"08"	2400
	"Small Intestine"	"21030"	"Connecticut"	"09"	2126
	"Small Intestine"	"21030"	"Delaware"	"10"	577
	"Small Intestine"	"21030"	"District of Columbia"	"11"	428
	"Small Intestine"	"21030"	"Florida"	"12"	10874
	"Small Intestine"	"21030"	"Georgia"	"13"	5131
	"Small Intestine"	"21030"	"Hawaii"	"15"	607
	"Small Intestine"	"21030"	"Idaho"	"16"	782
	"Small Intestine"	"21030"	"Illinois"	"17"	7296
	"Small Intestine"	"21030"	"Indiana"	"18"	3559
	"Small Intestine"	"21030"	"Iowa"	"19"	2054
	"Small Intestine"	"21030"	"Kansas"	"20"	1514
	"Small Intestine"	"21030"	"Kentucky"	"21"	2815
	"Small Intestine"	"21030"	"Louisiana"	"22"	2897
	"Small Intestine"	"21030"	"Maine"	"23"	951
	"Small Intestine"	"21030"	"Maryland"	"24"	3285
	"Small Intestine"	"21030"	"Massachusetts"	"25"	3458
	"Small Intestine"	"21030"	"Michigan"	"26"	5674
	"Small Intestine"	"21030"	"Minnesota"	"27"	3150
	"Small Intestine"	"21030"	"Mississippi"	"28"	1663
	"Small Intestine"	"21030"	"Missouri"	"29"	3465
	"Small Intestine"	"21030"	"Montana"	"30"	563
	"Small Intestine"	"21030"	"Nebraska"	"31"	990
	"Small Intestine"	"21030"	"Nevada"	"32"	891
	"Small Intestine"	"21030"	"New Hampshire"	"33"	765
	"Small Intestine"	"21030"	"New Jersey"	"34"	5070
	"Small Intestine"	"21030"	"New Mexico"	"35"	920
	"Small Intestine"	"21030"	"New York"	"36"	11191
	"Small Intestine"	"21030"	"North Carolina"	"37"	5901
	"Small Intestine"	"21030"	"North Dakota"	"38"	362
	"Small Intestine"	"21030"	"Ohio"	"39"	6895
	"Small Intestine"	"21030"	"Oklahoma"	"40"	1940
	"Small Intestine"	"21030"	"Oregon"	"41"	2003
	"Small Intestine"	"21030"	"Pennsylvania"	"42"	7956
	"Small Intestine"	"21030"	"Rhode Island"	"44"	699
	"Small Intestine"	"21030"	"South Carolina"	"45"	2925
	"Small Intestine"	"21030"	"South Dakota"	"46"	445
	"Small Intestine"	"21030"	"Tennessee"	"47"	3663
	"Small Intestine"	"21030"	"Texas"	"48"	11409
	"Small Intestine"	"21030"	"Utah"	"49"	1188
	"Small Intestine"	"21030"	"Vermont"	"50"	308
	"Small Intestine"	"21030"	"Virginia"	"51"	4290
	"Small Intestine"	"21030"	"Washington"	"53"	3404
	"Small Intestine"	"21030"	"West Virginia"	"54"	1079
	"Small Intestine"	"21030"	"Wisconsin"	"55"	3442
	"Small Intestine"	"21030"	"Wyoming"	"56"	290
	"Colon and Rectum"	"21041-21052"	"Alabama"	"01"	53843
	"Colon and Rectum"	"21041-21052"	"Alaska"	"02"	5767
	"Colon and Rectum"	"21041-21052"	"Arizona"	"04"	56452
	"Colon and Rectum"	"21041-21052"	"Arkansas"	"05"	33297
	"Colon and Rectum"	"21041-21052"	"California"	"06"	322852
	"Colon and Rectum"	"21041-21052"	"Colorado"	"08"	39702
	"Colon and Rectum"	"21041-21052"	"Connecticut"	"09"	40429
	"Colon and Rectum"	"21041-21052"	"Delaware"	"10"	9871
	"Colon and Rectum"	"21041-21052"	"District of Columbia"	"11"	6067
	"Colon and Rectum"	"21041-21052"	"Florida"	"12"	235472
	"Colon and Rectum"	"21041-21052"	"Georgia"	"13"	89191
	"Colon and Rectum"	"21041-21052"	"Hawaii"	"15"	15572
	"Colon and Rectum"	"21041-21052"	"Idaho"	"16"	13630
	"Colon and Rectum"	"21041-21052"	"Illinois"	"17"	144901
	"Colon and Rectum"	"21041-21052"	"Indiana"	"18"	70044
	"Colon and Rectum"	"21041-21052"	"Iowa"	"19"	39709
	"Colon and Rectum"	"21041-21052"	"Kansas"	"20"	30638
	"Colon and Rectum"	"21041-21052"	"Kentucky"	"21"	55378
	"Colon and Rectum"	"21041-21052"	"Louisiana"	"22"	53187
	"Colon and Rectum"	"21041-21052"	"Maine"	"23"	16684
	"Colon and Rectum"	"21041-21052"	"Maryland"	"24"	56332
	"Colon and Rectum"	"21041-21052"	"Massachusetts"	"25"	72303
	"Colon and Rectum"	"21041-21052"	"Michigan"	"26"	106817
	"Colon and Rectum"	"21041-21052"	"Minnesota"	"27"	53325
	"Colon and Rectum"	"21041-21052"	"Mississippi"	"28"	29224
	"Colon and Rectum"	"21041-21052"	"Missouri"	"29"	69180
	"Colon and Rectum"	"21041-21052"	"Montana"	"30"	11114
	"Colon and Rectum"	"21041-21052"	"Nebraska"	"31"	21719
	"Colon and Rectum"	"21041-21052"	"Nevada"	"32"	23429
	"Colon and Rectum"	"21041-21052"	"New Hampshire"	"33"	14185
	"Colon and Rectum"	"21041-21052"	"New Jersey"	"34"	103748
	"Colon and Rectum"	"21041-21052"	"New Mexico"	"35"	17930
	"Colon and Rectum"	"21041-21052"	"New York"	"36"	216891
	"Colon and Rectum"	"21041-21052"	"North Carolina"	"37"	92995
	"Colon and Rectum"	"21041-21052"	"North Dakota"	"38"	8400
	"Colon and Rectum"	"21041-21052"	"Ohio"	"39"	135155
	"Colon and Rectum"	"21041-21052"	"Oklahoma"	"40"	40868
	"Colon and Rectum"	"21041-21052"	"Oregon"	"41"	38289
	"Colon and Rectum"	"21041-21052"	"Pennsylvania"	"42"	166106
	"Colon and Rectum"	"21041-21052"	"Rhode Island"	"44"	12389
	"Colon and Rectum"	"21041-21052"	"South Carolina"	"45"	49013
	"Colon and Rectum"	"21041-21052"	"South Dakota"	"46"	8944
	"Colon and Rectum"	"21041-21052"	"Tennessee"	"47"	67145
	"Colon and Rectum"	"21041-21052"	"Texas"	"48"	212634
	"Colon and Rectum"	"21041-21052"	"Utah"	"49"	16071
	"Colon and Rectum"	"21041-21052"	"Vermont"	"50"	6791
	"Colon and Rectum"	"21041-21052"	"Virginia"	"51"	73837
	"Colon and Rectum"	"21041-21052"	"Washington"	"53"	62074
	"Colon and Rectum"	"21041-21052"	"West Virginia"	"54"	26478
	"Colon and Rectum"	"21041-21052"	"Wisconsin"	"55"	60590
	"Colon and Rectum"	"21041-21052"	"Wyoming"	"56"	5131
	"Colon excluding Rectum"	"21041-21049"	"Alabama"	"01"	39843
	"Colon excluding Rectum"	"21041-21049"	"Alaska"	"02"	3962
	"Colon excluding Rectum"	"21041-21049"	"Arizona"	"04"	40456
	"Colon excluding Rectum"	"21041-21049"	"Arkansas"	"05"	24104
	"Colon excluding Rectum"	"21041-21049"	"California"	"06"	227023
	"Colon excluding Rectum"	"21041-21049"	"Colorado"	"08"	28132
	"Colon excluding Rectum"	"21041-21049"	"Connecticut"	"09"	28968
	"Colon excluding Rectum"	"21041-21049"	"Delaware"	"10"	7302
	"Colon excluding Rectum"	"21041-21049"	"District of Columbia"	"11"	4556
	"Colon excluding Rectum"	"21041-21049"	"Florida"	"12"	174616
	"Colon excluding Rectum"	"21041-21049"	"Georgia"	"13"	63152
	"Colon excluding Rectum"	"21041-21049"	"Hawaii"	"15"	10300
	"Colon excluding Rectum"	"21041-21049"	"Idaho"	"16"	9653
	"Colon excluding Rectum"	"21041-21049"	"Illinois"	"17"	104111
	"Colon excluding Rectum"	"21041-21049"	"Indiana"	"18"	50794
	"Colon excluding Rectum"	"21041-21049"	"Iowa"	"19"	29464
	"Colon excluding Rectum"	"21041-21049"	"Kansas"	"20"	22261
	"Colon excluding Rectum"	"21041-21049"	"Kentucky"	"21"	39243
	"Colon excluding Rectum"	"21041-21049"	"Louisiana"	"22"	37814
	"Colon excluding Rectum"	"21041-21049"	"Maine"	"23"	11950
	"Colon excluding Rectum"	"21041-21049"	"Maryland"	"24"	41072
	"Colon excluding Rectum"	"21041-21049"	"Massachusetts"	"25"	51661
	"Colon excluding Rectum"	"21041-21049"	"Michigan"	"26"	77189
	"Colon excluding Rectum"	"21041-21049"	"Minnesota"	"27"	38768
	"Colon excluding Rectum"	"21041-21049"	"Mississippi"	"28"	21585
