Notes,States,States Code,Year,Year Code,Leading Cancer Sites,Leading Cancer Sites Code,Sex,Sex Code,Count
,Alabama,1,2010,2010,Melanoma of the Skin,25010,Female,F,457
,Alabama,1,2010,2010,Melanoma of the Skin,25010,Male,M,678
,Alabama,1,2010,2010,Myeloma,34000,Female,F,187
,Alabama,1,2010,2010,Myeloma,34000,Male,M,194
,Alabama,1,2010,2010,Non-Hodgkin Lymphoma,33041-33042,Female,F,440
,Alabama,1,2010,2010,Non-Hodgkin Lymphoma,33041-33042,Male,M,479
,Alabama,1,2010,2010,Oral Cavity and Pharynx,20010-20100,Female,F,237
,Alabama,1,2010,2010,Oral Cavity and Pharynx,20010-20100,Male,M,493
,Alabama,1,2010,2010,Ovary,27040,Female,F,345
,Alabama,1,2010,2010,Pancreas,21100,Female,F,347
,Alabama,1,2010,2010,Pancreas,21100,Male,M,329
,Alabama,1,2010,2010,Prostate,28010,Male,M,3872
,Alabama,1,2010,2010,Stomach,21020,Female,F,135
,Alabama,1,2010,2010,Stomach,21020,Male,M,206
,Alabama,1,2010,2010,Thyroid,32010,Female,F,348
,Alabama,1,2010,2010,Thyroid,32010,Male,M,98
,Alabama,1,2010,2010,Urinary Bladder invasive and in situ,29010,Female,F,241
,Alabama,1,2010,2010,Urinary Bladder invasive and in situ,29010,Male,M,797
,Alabama,1,2011,2011,Brain and Other Nervous System,31010-31040,Female,F,134
,Alabama,1,2011,2011,Brain and Other Nervous System,31010-31040,Male,M,196
,Alabama,1,2011,2011,Breast,26000,Female,F,3461
,Alabama,1,2011,2011,Breast,26000,Male,M,22
,Alabama,1,2011,2011,Cervix Uteri,27010,Female,F,207
,Alabama,1,2011,2011,Colon and Rectum,21041-21052,Female,F,1044
,Alabama,1,2011,2011,Colon and Rectum,21041-21052,Male,M,1267
,Alabama,1,2011,2011,Corpus Uteri,27020,Female,F,531
,Alabama,1,2011,2011,Esophagus,21010,Female,F,63
,Alabama,1,2011,2011,Esophagus,21010,Male,M,215
,Alabama,1,2011,2011,Gallbladder,21080,Female,F,26
,Alabama,1,2011,2011,Gallbladder,21080,Male,M,17
,Alabama,1,2011,2011,Kidney and Renal Pelvis,29020,Female,F,322
,Alabama,1,2011,2011,Kidney and Renal Pelvis,29020,Male,M,546
,Alabama,1,2011,2011,Larynx,22020,Female,F,58
,Alabama,1,2011,2011,Larynx,22020,Male,M,249
,Alabama,1,2011,2011,Leukemias,35011-35043,Female,F,289
,Alabama,1,2011,2011,Leukemias,35011-35043,Male,M,372
,Alabama,1,2011,2011,Liver,21071,Female,F,87
,Alabama,1,2011,2011,Liver,21071,Male,M,268
,Alabama,1,2011,2011,Lung and Bronchus,22030,Female,F,1728
,Alabama,1,2011,2011,Lung and Bronchus,22030,Male,M,2290
,Alabama,1,2011,2011,Melanoma of the Skin,25010,Female,F,417
,Alabama,1,2011,2011,Melanoma of the Skin,25010,Male,M,682
,Alabama,1,2011,2011,Myeloma,34000,Female,F,153
,Alabama,1,2011,2011,Myeloma,34000,Male,M,182
,Alabama,1,2011,2011,Non-Hodgkin Lymphoma,33041-33042,Female,F,400
,Alabama,1,2011,2011,Non-Hodgkin Lymphoma,33041-33042,Male,M,468
,Alabama,1,2011,2011,Oral Cavity and Pharynx,20010-20100,Female,F,210
,Alabama,1,2011,2011,Oral Cavity and Pharynx,20010-20100,Male,M,482
,Alabama,1,2011,2011,Ovary,27040,Female,F,334
,Alabama,1,2011,2011,Pancreas,21100,Female,F,370
,Alabama,1,2011,2011,Pancreas,21100,Male,M,391
,Alabama,1,2011,2011,Prostate,28010,Male,M,3817
,Alabama,1,2011,2011,Stomach,21020,Female,F,139
,Alabama,1,2011,2011,Stomach,21020,Male,M,224
,Alabama,1,2011,2011,Thyroid,32010,Female,F,361
,Alabama,1,2011,2011,Thyroid,32010,Male,M,112
,Alabama,1,2011,2011,Urinary Bladder invasive and in situ,29010,Female,F,264
,Alabama,1,2011,2011,Urinary Bladder invasive and in situ,29010,Male,M,802
,Alabama,1,2012,2012,Brain and Other Nervous System,31010-31040,Female,F,175
,Alabama,1,2012,2012,Brain and Other Nervous System,31010-31040,Male,M,219
,Alabama,1,2012,2012,Breast,26000,Female,F,3582
,Alabama,1,2012,2012,Breast,26000,Male,M,27
,Alabama,1,2012,2012,Cervix Uteri,27010,Female,F,236
,Alabama,1,2012,2012,Colon and Rectum,21041-21052,Female,F,1153
,Alabama,1,2012,2012,Colon and Rectum,21041-21052,Male,M,1287
,Alabama,1,2012,2012,Corpus Uteri,27020,Female,F,548
,Alabama,1,2012,2012,Esophagus,21010,Female,F,52
,Alabama,1,2012,2012,Esophagus,21010,Male,M,207
,Alabama,1,2012,2012,Gallbladder,21080,Female,F,32
,Alabama,1,2012,2012,Gallbladder,21080,Male,M,22
,Alabama,1,2012,2012,Kidney and Renal Pelvis,29020,Female,F,374
,Alabama,1,2012,2012,Kidney and Renal Pelvis,29020,Male,M,626
,Alabama,1,2012,2012,Larynx,22020,Female,F,47
,Alabama,1,2012,2012,Larynx,22020,Male,M,208
,Alabama,1,2012,2012,Leukemias,35011-35043,Female,F,285
,Alabama,1,2012,2012,Leukemias,35011-35043,Male,M,385
,Alabama,1,2012,2012,Liver,21071,Female,F,81
,Alabama,1,2012,2012,Liver,21071,Male,M,279
,Alabama,1,2012,2012,Lung and Bronchus,22030,Female,F,1648
,Alabama,1,2012,2012,Lung and Bronchus,22030,Male,M,2382
,Alabama,1,2012,2012,Melanoma of the Skin,25010,Female,F,501
,Alabama,1,2012,2012,Melanoma of the Skin,25010,Male,M,701
,Alabama,1,2012,2012,Myeloma,34000,Female,F,164
,Alabama,1,2012,2012,Myeloma,34000,Male,M,208
,Alabama,1,2012,2012,Non-Hodgkin Lymphoma,33041-33042,Female,F,422
,Alabama,1,2012,2012,Non-Hodgkin Lymphoma,33041-33042,Male,M,479
,Alabama,1,2012,2012,Oral Cavity and Pharynx,20010-20100,Female,F,222
,Alabama,1,2012,2012,Oral Cavity and Pharynx,20010-20100,Male,M,532
,Alabama,1,2012,2012,Ovary,27040,Female,F,355
,Alabama,1,2012,2012,Pancreas,21100,Female,F,336
,Alabama,1,2012,2012,Pancreas,21100,Male,M,367
,Alabama,1,2012,2012,Prostate,28010,Male,M,3412
,Alabama,1,2012,2012,Stomach,21020,Female,F,132
,Alabama,1,2012,2012,Stomach,21020,Male,M,233
,Alabama,1,2012,2012,Thyroid,32010,Female,F,330
,Alabama,1,2012,2012,Thyroid,32010,Male,M,115
,Alabama,1,2012,2012,Urinary Bladder invasive and in situ,29010,Female,F,212
,Alabama,1,2012,2012,Urinary Bladder invasive and in situ,29010,Male,M,777
,Alabama,1,2013,2013,Brain and Other Nervous System,31010-31040,Female,F,170
,Alabama,1,2013,2013,Brain and Other Nervous System,31010-31040,Male,M,187
,Alabama,1,2013,2013,Breast,26000,Female,F,3689
,Alabama,1,2013,2013,Breast,26000,Male,M,45
,Alabama,1,2013,2013,Cervix Uteri,27010,Female,F,224
,Alabama,1,2013,2013,Colon and Rectum,21041-21052,Female,F,1171
,Alabama,1,2013,2013,Colon and Rectum,21041-21052,Male,M,1346
,Alabama,1,2013,2013,Corpus Uteri,27020,Female,F,568
,Alabama,1,2013,2013,Esophagus,21010,Female,F,49
,Alabama,1,2013,2013,Esophagus,21010,Male,M,227
,Alabama,1,2013,2013,Gallbladder,21080,Male,M,17
,Alabama,1,2013,2013,Kidney and Renal Pelvis,29020,Female,F,381
,Alabama,1,2013,2013,Kidney and Renal Pelvis,29020,Male,M,602
,Alabama,1,2013,2013,Larynx,22020,Female,F,59
,Alabama,1,2013,2013,Larynx,22020,Male,M,191
,Alabama,1,2013,2013,Leukemias,35011-35043,Female,F,284
,Alabama,1,2013,2013,Leukemias,35011-35043,Male,M,377
,Alabama,1,2013,2013,Liver,21071,Female,F,109
,Alabama,1,2013,2013,Liver,21071,Male,M,308
,Alabama,1,2013,2013,Lung and Bronchus,22030,Female,F,1659
,Alabama,1,2013,2013,Lung and Bronchus,22030,Male,M,2280
,Alabama,1,2013,2013,Melanoma of the Skin,25010,Female,F,413
,Alabama,1,2013,2013,Melanoma of the Skin,25010,Male,M,623
,Alabama,1,2013,2013,Myeloma,34000,Female,F,194
,Alabama,1,2013,2013,Myeloma,34000,Male,M,205
,Alabama,1,2013,2013,Non-Hodgkin Lymphoma,33041-33042,Female,F,430
,Alabama,1,2013,2013,Non-Hodgkin Lymphoma,33041-33042,Male,M,488
,Alabama,1,2013,2013,Oral Cavity and Pharynx,20010-20100,Female,F,215
,Alabama,1,2013,2013,Oral Cavity and Pharynx,20010-20100,Male,M,546
,Alabama,1,2013,2013,Ovary,27040,Female,F,373
,Alabama,1,2013,2013,Pancreas,21100,Female,F,344
,Alabama,1,2013,2013,Pancreas,21100,Male,M,382
,Alabama,1,2013,2013,Prostate,28010,Male,M,3318
,Alabama,1,2013,2013,Stomach,21020,Female,F,163
,Alabama,1,2013,2013,Stomach,21020,Male,M,202
,Alabama,1,2013,2013,Thyroid,32010,Female,F,313
,Alabama,1,2013,2013,Thyroid,32010,Male,M,123
,Alabama,1,2013,2013,Urinary Bladder invasive and in situ,29010,Female,F,256
,Alabama,1,2013,2013,Urinary Bladder invasive and in situ,29010,Male,M,865
,Alabama,1,2014,2014,Brain and Other Nervous System,31010-31040,Female,F,155
,Alabama,1,2014,2014,Brain and Other Nervous System,31010-31040,Male,M,165
,Alabama,1,2014,2014,Breast,26000,Female,F,3728
,Alabama,1,2014,2014,Breast,26000,Male,M,42
,Alabama,1,2014,2014,Cervix Uteri,27010,Female,F,247
,Alabama,1,2014,2014,Colon and Rectum,21041-21052,Female,F,1187
,Alabama,1,2014,2014,Colon and Rectum,21041-21052,Male,M,1356
,Alabama,1,2014,2014,Corpus Uteri,27020,Female,F,617
,Alabama,1,2014,2014,Esophagus,21010,Female,F,62
,Alabama,1,2014,2014,Esophagus,21010,Male,M,193
,Alabama,1,2014,2014,Gallbladder,21080,Female,F,39
,Alabama,1,2014,2014,Gallbladder,21080,Male,M,19
,Alabama,1,2014,2014,Kidney and Renal Pelvis,29020,Female,F,381
,Alabama,1,2014,2014,Kidney and Renal Pelvis,29020,Male,M,605
,Alabama,1,2014,2014,Larynx,22020,Female,F,55
,Alabama,1,2014,2014,Larynx,22020,Male,M,205
,Alabama,1,2014,2014,Leukemias,35011-35043,Female,F,296
,Alabama,1,2014,2014,Leukemias,35011-35043,Male,M,403
,Alabama,1,2014,2014,Liver,21071,Female,F,101
,Alabama,1,2014,2014,Liver,21071,Male,M,299
,Alabama,1,2014,2014,Lung and Bronchus,22030,Female,F,1632
,Alabama,1,2014,2014,Lung and Bronchus,22030,Male,M,2330
,Alabama,1,2014,2014,Melanoma of the Skin,25010,Female,F,422
,Alabama,1,2014,2014,Melanoma of the Skin,25010,Male,M,640
,Alabama,1,2014,2014,Myeloma,34000,Female,F,196
,Alabama,1,2014,2014,Myeloma,34000,Male,M,225
,Alabama,1,2014,2014,Non-Hodgkin Lymphoma,33041-33042,Female,F,425
,Alabama,1,2014,2014,Non-Hodgkin Lymphoma,33041-33042,Male,M,479
,Alabama,1,2014,2014,Oral Cavity and Pharynx,20010-20100,Female,F,201
,Alabama,1,2014,2014,Oral Cavity and Pharynx,20010-20100,Male,M,555
,Alabama,1,2014,2014,Ovary,27040,Female,F,357
,Alabama,1,2014,2014,Pancreas,21100,Female,F,367
,Alabama,1,2014,2014,Pancreas,21100,Male,M,383
,Alabama,1,2014,2014,Prostate,28010,Male,M,3103
,Alabama,1,2014,2014,Stomach,21020,Female,F,164
,Alabama,1,2014,2014,Stomach,21020,Male,M,244
,Alabama,1,2014,2014,Thyroid,32010,Female,F,371
,Alabama,1,2014,2014,Thyroid,32010,Male,M,149
,Alabama,1,2014,2014,Urinary Bladder invasive and in situ,29010,Female,F,232
,Alabama,1,2014,2014,Urinary Bladder invasive and in situ,29010,Male,M,819
,Alabama,1,2015,2015,Brain and Other Nervous System,31010-31040,Female,F,143
,Alabama,1,2015,2015,Brain and Other Nervous System,31010-31040,Male,M,201
,Alabama,1,2015,2015,Breast,26000,Female,F,3849
,Alabama,1,2015,2015,Breast,26000,Male,M,49
,Alabama,1,2015,2015,Cervix Uteri,27010,Female,F,236
,Alabama,1,2015,2015,Colon and Rectum,21041-21052,Female,F,1207
,Alabama,1,2015,2015,Colon and Rectum,21041-21052,Male,M,1305
,Alabama,1,2015,2015,Corpus Uteri,27020,Female,F,619
,Alabama,1,2015,2015,Esophagus,21010,Female,F,55
,Alabama,1,2015,2015,Esophagus,21010,Male,M,240
,Alabama,1,2015,2015,Gallbladder,21080,Female,F,36
,Alabama,1,2015,2015,Gallbladder,21080,Male,M,17
,Alabama,1,2015,2015,Kidney and Renal Pelvis,29020,Female,F,409
,Alabama,1,2015,2015,Kidney and Renal Pelvis,29020,Male,M,666
,Alabama,1,2015,2015,Larynx,22020,Female,F,57
,Alabama,1,2015,2015,Larynx,22020,Male,M,212
,Alabama,1,2015,2015,Leukemias,35011-35043,Female,F,296
,Alabama,1,2015,2015,Leukemias,35011-35043,Male,M,412
,Alabama,1,2015,2015,Liver,21071,Female,F,116
,Alabama,1,2015,2015,Liver,21071,Male,M,317
,Alabama,1,2015,2015,Lung and Bronchus,22030,Female,F,1674
,Alabama,1,2015,2015,Lung and Bronchus,22030,Male,M,2267
,Alabama,1,2015,2015,Melanoma of the Skin,25010,Female,F,494
,Alabama,1,2015,2015,Melanoma of the Skin,25010,Male,M,778
,Alabama,1,2015,2015,Myeloma,34000,Female,F,204
,Alabama,1,2015,2015,Myeloma,34000,Male,M,213
,Alabama,1,2015,2015,Non-Hodgkin Lymphoma,33041-33042,Female,F,415
,Alabama,1,2015,2015,Non-Hodgkin Lymphoma,33041-33042,Male,M,530
,Alabama,1,2015,2015,Oral Cavity and Pharynx,20010-20100,Female,F,234
,Alabama,1,2015,2015,Oral Cavity and Pharynx,20010-20100,Male,M,559
,Alabama,1,2015,2015,Ovary,27040,Female,F,348
,Alabama,1,2015,2015,Pancreas,21100,Female,F,381
,Alabama,1,2015,2015,Pancreas,21100,Male,M,394
,Alabama,1,2015,2015,Prostate,28010,Male,M,3499
,Alabama,1,2015,2015,Stomach,21020,Female,F,147
,Alabama,1,2015,2015,Stomach,21020,Male,M,235
,Alabama,1,2015,2015,Thyroid,32010,Female,F,400
,Alabama,1,2015,2015,Thyroid,32010,Male,M,125
,Alabama,1,2015,2015,Urinary Bladder invasive and in situ,29010,Female,F,246
,Alabama,1,2015,2015,Urinary Bladder invasive and in situ,29010,Male,M,837
,Alabama,1,2016,2016,Brain and Other Nervous System,31010-31040,Female,F,156
,Alabama,1,2016,2016,Brain and Other Nervous System,31010-31040,Male,M,195
,Alabama,1,2016,2016,Breast,26000,Female,F,3837
,Alabama,1,2016,2016,Breast,26000,Male,M,54
,Alabama,1,2016,2016,Cervix Uteri,27010,Female,F,250
,Alabama,1,2016,2016,Colon and Rectum,21041-21052,Female,F,1277
,Alabama,1,2016,2016,Colon and Rectum,21041-21052,Male,M,1300
,Alabama,1,2016,2016,Corpus Uteri,27020,Female,F,610
,Alabama,1,2016,2016,Esophagus,21010,Female,F,56
,Alabama,1,2016,2016,Esophagus,21010,Male,M,219
,Alabama,1,2016,2016,Gallbladder,21080,Female,F,42
,Alabama,1,2016,2016,Gallbladder,21080,Male,M,18
,Alabama,1,2016,2016,Kidney and Renal Pelvis,29020,Female,F,408
,Alabama,1,2016,2016,Kidney and Renal Pelvis,29020,Male,M,682
,Alabama,1,2016,2016,Larynx,22020,Female,F,38
,Alabama,1,2016,2016,Larynx,22020,Male,M,212
,Alabama,1,2016,2016,Leukemias,35011-35043,Female,F,313
,Alabama,1,2016,2016,Leukemias,35011-35043,Male,M,402
,Alabama,1,2016,2016,Liver,21071,Female,F,117
,Alabama,1,2016,2016,Liver,21071,Male,M,344
,Alabama,1,2016,2016,Lung and Bronchus,22030,Female,F,1712
,Alabama,1,2016,2016,Lung and Bronchus,22030,Male,M,2318
,Alabama,1,2016,2016,Melanoma of the Skin,25010,Female,F,547
,Alabama,1,2016,2016,Melanoma of the Skin,25010,Male,M,843
,Alabama,1,2016,2016,Myeloma,34000,Female,F,220
,Alabama,1,2016,2016,Myeloma,34000,Male,M,242
,Alabama,1,2016,2016,Non-Hodgkin Lymphoma,33041-33042,Female,F,453
,Alabama,1,2016,2016,Non-Hodgkin Lymphoma,33041-33042,Male,M,501
,Alabama,1,2016,2016,Oral Cavity and Pharynx,20010-20100,Female,F,241
,Alabama,1,2016,2016,Oral Cavity and Pharynx,20010-20100,Male,M,586
,Alabama,1,2016,2016,Ovary,27040,Female,F,353
,Alabama,1,2016,2016,Pancreas,21100,Female,F,376
,Alabama,1,2016,2016,Pancreas,21100,Male,M,449
,Alabama,1,2016,2016,Prostate,28010,Male,M,3679
,Alabama,1,2016,2016,Stomach,21020,Female,F,165
,Alabama,1,2016,2016,Stomach,21020,Male,M,227
,Alabama,1,2016,2016,Thyroid,32010,Female,F,395
,Alabama,1,2016,2016,Thyroid,32010,Male,M,136
,Alabama,1,2016,2016,Urinary Bladder invasive and in situ,29010,Female,F,255
,Alabama,1,2016,2016,Urinary Bladder invasive and in situ,29010,Male,M,808
,Alabama,1,2017,2017,Brain and Other Nervous System,31010-31040,Female,F,160
,Alabama,1,2017,2017,Brain and Other Nervous System,31010-31040,Male,M,177
,Alabama,1,2017,2017,Breast,26000,Female,F,3718
,Alabama,1,2017,2017,Breast,26000,Male,M,33
,Alabama,1,2017,2017,Cervix Uteri,27010,Female,F,242
,Alabama,1,2017,2017,Colon and Rectum,21041-21052,Female,F,1167
,Alabama,1,2017,2017,Colon and Rectum,21041-21052,Male,M,1374
,Alabama,1,2017,2017,Corpus Uteri,27020,Female,F,625
,Alabama,1,2017,2017,Esophagus,21010,Female,F,45
,Alabama,1,2017,2017,Esophagus,21010,Male,M,241
,Alabama,1,2017,2017,Gallbladder,21080,Female,F,34
,Alabama,1,2017,2017,Gallbladder,21080,Male,M,20
,Alabama,1,2017,2017,Kidney and Renal Pelvis,29020,Female,F,433
,Alabama,1,2017,2017,Kidney and Renal Pelvis,29020,Male,M,668
,Alabama,1,2017,2017,Larynx,22020,Female,F,51
,Alabama,1,2017,2017,Larynx,22020,Male,M,205
,Alabama,1,2017,2017,Leukemias,35011-35043,Female,F,311
,Alabama,1,2017,2017,Leukemias,35011-35043,Male,M,409
,Alabama,1,2017,2017,Liver,21071,Female,F,130
,Alabama,1,2017,2017,Liver,21071,Male,M,324
,Alabama,1,2017,2017,Lung and Bronchus,22030,Female,F,1723
,Alabama,1,2017,2017,Lung and Bronchus,22030,Male,M,2247
,Alabama,1,2017,2017,Melanoma of the Skin,25010,Female,F,585
,Alabama,1,2017,2017,Melanoma of the Skin,25010,Male,M,753
,Alabama,1,2017,2017,Myeloma,34000,Female,F,200
,Alabama,1,2017,2017,Myeloma,34000,Male,M,248
,Alabama,1,2017,2017,Non-Hodgkin Lymphoma,33041-33042,Female,F,414
,Alabama,1,2017,2017,Non-Hodgkin Lymphoma,33041-33042,Male,M,550
,Alabama,1,2017,2017,Oral Cavity and Pharynx,20010-20100,Female,F,227
,Alabama,1,2017,2017,Oral Cavity and Pharynx,20010-20100,Male,M,579
,Alabama,1,2017,2017,Ovary,27040,Female,F,349
,Alabama,1,2017,2017,Pancreas,21100,Female,F,352
,Alabama,1,2017,2017,Pancreas,21100,Male,M,389
,Alabama,1,2017,2017,Prostate,28010,Male,M,3955
,Alabama,1,2017,2017,Stomach,21020,Female,F,176
,Alabama,1,2017,2017,Stomach,21020,Male,M,256
,Alabama,1,2017,2017,Thyroid,32010,Female,F,409
,Alabama,1,2017,2017,Thyroid,32010,Male,M,114
,Alabama,1,2017,2017,Urinary Bladder invasive and in situ,29010,Female,F,247
,Alabama,1,2017,2017,Urinary Bladder invasive and in situ,29010,Male,M,862
,Alabama,1,2018,2018,Brain and Other Nervous System,31010-31040,Female,F,191
,Alabama,1,2018,2018,Brain and Other Nervous System,31010-31040,Male,M,210
,Alabama,1,2018,2018,Breast,26000,Female,F,3854
,Alabama,1,2018,2018,Breast,26000,Male,M,38
,Alabama,1,2018,2018,Cervix Uteri,27010,Female,F,220
,Alabama,1,2018,2018,Colon and Rectum,21041-21052,Female,F,1175
,Alabama,1,2018,2018,Colon and Rectum,21041-21052,Male,M,1296
,Alabama,1,2018,2018,Corpus Uteri,27020,Female,F,661
,Alabama,1,2018,2018,Esophagus,21010,Female,F,63
,Alabama,1,2018,2018,Esophagus,21010,Male,M,223
,Alabama,1,2018,2018,Gallbladder,21080,Female,F,44
,Alabama,1,2018,2018,Kidney and Renal Pelvis,29020,Female,F,451
,Alabama,1,2018,2018,Kidney and Renal Pelvis,29020,Male,M,683
,Alabama,1,2018,2018,Larynx,22020,Female,F,46
,Alabama,1,2018,2018,Larynx,22020,Male,M,205
,Alabama,1,2018,2018,Leukemias,35011-35043,Female,F,365
,Alabama,1,2018,2018,Leukemias,35011-35043,Male,M,451
,Alabama,1,2018,2018,Liver,21071,Female,F,124
,Alabama,1,2018,2018,Liver,21071,Male,M,363
,Alabama,1,2018,2018,Lung and Bronchus,22030,Female,F,1776
,Alabama,1,2018,2018,Lung and Bronchus,22030,Male,M,2228
,Alabama,1,2018,2018,Melanoma of the Skin,25010,Female,F,591
,Alabama,1,2018,2018,Melanoma of the Skin,25010,Male,M,764
,Alabama,1,2018,2018,Myeloma,34000,Female,F,204
,Alabama,1,2018,2018,Myeloma,34000,Male,M,279
,Alabama,1,2018,2018,Non-Hodgkin Lymphoma,33041-33042,Female,F,397
,Alabama,1,2018,2018,Non-Hodgkin Lymphoma,33041-33042,Male,M,483
,Alabama,1,2018,2018,Oral Cavity and Pharynx,20010-20100,Female,F,201
,Alabama,1,2018,2018,Oral Cavity and Pharynx,20010-20100,Male,M,521
,Alabama,1,2018,2018,Ovary,27040,Female,F,296
,Alabama,1,2018,2018,Pancreas,21100,Female,F,431
,Alabama,1,2018,2018,Pancreas,21100,Male,M,457
,Alabama,1,2018,2018,Prostate,28010,Male,M,3783
,Alabama,1,2018,2018,Stomach,21020,Female,F,193
,Alabama,1,2018,2018,Stomach,21020,Male,M,231
,Alabama,1,2018,2018,Thyroid,32010,Female,F,368
,Alabama,1,2018,2018,Thyroid,32010,Male,M,141
,Alabama,1,2018,2018,Urinary Bladder invasive and in situ,29010,Female,F,269
,Alabama,1,2018,2018,Urinary Bladder invasive and in situ,29010,Male,M,822
,Alabama,1,2019,2019,Brain and Other Nervous System,31010-31040,Female,F,157
,Alabama,1,2019,2019,Brain and Other Nervous System,31010-31040,Male,M,209
,Alabama,1,2019,2019,Breast,26000,Female,F,4100
,Alabama,1,2019,2019,Breast,26000,Male,M,35
,Alabama,1,2019,2019,Cervix Uteri,27010,Female,F,255
,Alabama,1,2019,2019,Colon and Rectum,21041-21052,Female,F,1203
,Alabama,1,2019,2019,Colon and Rectum,21041-21052,Male,M,1362
,Alabama,1,2019,2019,Corpus Uteri,27020,Female,F,686
,Alabama,1,2019,2019,Esophagus,21010,Female,F,46
,Alabama,1,2019,2019,Esophagus,21010,Male,M,242
,Alabama,1,2019,2019,Gallbladder,21080,Female,F,32
,Alabama,1,2019,2019,Kidney and Renal Pelvis,29020,Female,F,418
,Alabama,1,2019,2019,Kidney and Renal Pelvis,29020,Male,M,791
,Alabama,1,2019,2019,Larynx,22020,Female,F,54
,Alabama,1,2019,2019,Larynx,22020,Male,M,210
,Alabama,1,2019,2019,Leukemias,35011-35043,Female,F,314
,Alabama,1,2019,2019,Leukemias,35011-35043,Male,M,423
,Alabama,1,2019,2019,Liver,21071,Female,F,133
,Alabama,1,2019,2019,Liver,21071,Male,M,352
,Alabama,1,2019,2019,Lung and Bronchus,22030,Female,F,1736
,Alabama,1,2019,2019,Lung and Bronchus,22030,Male,M,2245
,Alabama,1,2019,2019,Melanoma of the Skin,25010,Female,F,508
,Alabama,1,2019,2019,Melanoma of the Skin,25010,Male,M,707
,Alabama,1,2019,2019,Myeloma,34000,Female,F,236
,Alabama,1,2019,2019,Myeloma,34000,Male,M,241
,Alabama,1,2019,2019,Non-Hodgkin Lymphoma,33041-33042,Female,F,434
,Alabama,1,2019,2019,Non-Hodgkin Lymphoma,33041-33042,Male,M,544
,Alabama,1,2019,2019,Oral Cavity and Pharynx,20010-20100,Female,F,230
,Alabama,1,2019,2019,Oral Cavity and Pharynx,20010-20100,Male,M,553
,Alabama,1,2019,2019,Ovary,27040,Female,F,346
,Alabama,1,2019,2019,Pancreas,21100,Female,F,401
,Alabama,1,2019,2019,Pancreas,21100,Male,M,454
,Alabama,1,2019,2019,Prostate,28010,Male,M,3765
,Alabama,1,2019,2019,Stomach,21020,Female,F,161
,Alabama,1,2019,2019,Stomach,21020,Male,M,237
,Alabama,1,2019,2019,Thyroid,32010,Female,F,375
,Alabama,1,2019,2019,Thyroid,32010,Male,M,116
,Alabama,1,2019,2019,Urinary Bladder invasive and in situ,29010,Female,F,267
,Alabama,1,2019,2019,Urinary Bladder invasive and in situ,29010,Male,M,852
,Alabama,1,2020,2020,Brain and Other Nervous System,31010-31040,Female,F,194
,Alabama,1,2020,2020,Brain and Other Nervous System,31010-31040,Male,M,201
,Alabama,1,2020,2020,Breast,26000,Female,F,3959
,Alabama,1,2020,2020,Breast,26000,Male,M,31
